Class Decade,Date,Daytime/Nightime,Time,Class loc.,Location,Operator,Flight..,Direct/Stopover,Route,AC.Type,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Causes,Summary,Class time
2010s,09/07/2011,Daytime,15:50,Russia,"Yaroslavl, Russia",YAK Service,9633,Direct,Yaroslavl - Minsk,Yakovlev 42D,RA-42434,4.52E+12,45,37,8,44,37,7,0,Pilot Error,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward   pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds.",
2010s,10/13/2011,Daytime,17:00,Papua New Guinea,"Near Madang, Papua New Guinea",Airline PNG,1600,Direct,Lae - Madang,de Havilland Canada DHC-8-102,P2-MCJ,125,32,28,4,28,26,2,0,Pilot Error,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook.",
2010s,04/02/2012,Daytime,7:44,Russia,"Tyumen, Russia",UTAir,120,Direct,Tyurmen - Surgut,ATR 72-201,VP-BYZ,332,43,39,4,33,29,4,0,Weather Conditions,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces. Icing. The plane was not deiced before taking off.",
2010s,04/20/2012,Nighttime,18:40,Pakistan,"Islamabad, Pakistan",Bhoja Airlines,213,Direct,Karachi - Islamabad,Boeing 737-236,AP-BKC ,23167/1074,127,121,6,127,121,6,0,Pilot Error,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck",
2010s,05/09/2012,Daytime,15:30,Indonesia,"Near Cidahu, Indonesia",Sukhoi,36801, ,Demonstration flight,Sukhoi Superjet 100-95,RA-97004,95004,45,39,6,45,39,6,0,Pilot Error,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.",
2010s,06/02/2012,Daytime,15:30,Ghana,"Accra, Ghana",Allied Air,111,Direct,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN, 22540/1796,4,0,4,0,0,4,12,Mechanical Failure,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.",
2010s,06/03/2012,Daytime,16:45,Nigeria,"Lagos, Nigeria",Dana Air,992,Direct,Abuja - Lagos,McDonnell Douglas MD-83,5N-RAM,53019/1783,153,146,7,153,146,7,10,Mechanical Failure,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.",
2010s,09/12/2012,Daytime,12:28,Russia,"Near Palana, Russia",Petropavlovsk-Kamchatsky Air Enteprise,261,Direct,Petropavlovsk-Kamchatsky - Palana,Antonov An-28,RA-28715,25-1AJ006,14,12,2,10,8,2,0,Pilot Error,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated.",
2010s,10/07/2012,Daytime,16:16,Antigua,Antigua,Fly Montserrat,107,Direct,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,82,4,3,1,3,2,1,0,Weather Conditions,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",
2010s,12/25/2012,Nighttime,8:50,Myammar,"Heho, Myanmar",Air Bagan,W9-011,Direct,Mandalay - Heho,Fokker 100,XY-AGC,11327,71,65,6,1,0,1,1,Pilot Error,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.",
2010s,12/29/2012,Daytime,16:33,Russia,"Moscow, Russia",Red Wings Airlines,9268,Direct,"Pardubice, Czech Republic - Moscow, Russia",Tupolev TU-204-100V ,RA-64047,1.45E+12,8,0,8,5,0,5,0,Mechanical Failure,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.",
2010s,01/29/2013,Daytime,13:13,Kazakhstan,"Near Kyzyltu, Kazakhstan",SCAT Air,760,Direct,"Kokshetau - Almaty, Kazakhstan",Canadair CRJ-200ER,UP-CJ006,7431,21,16,5,21,16,5,0,Weather Conditions,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.,
2010s,02/13/2013,Daytime,18:09,Ukraine,"Donetsk, Ukraine",South Airlines,8971,Direct,Odessa - Donetsk,Antonov AN-24RV,UR-WRA ,37308709,45,41,4,5,5,0,0,Pilot Error,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",
2010s,03/08/2013,Nighttime,8:15,Alaska,"Near Dillingham, Alaska",Ace Air Cargo,51,Direct,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,2,0,2,2,0,2,0,Pilot Error,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",
2010s,04/13/2013,Daytime,15:35,Indonesia,"Denpasar, Indonesia",Lion Air,904,Direct,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,108,101,7,0,0,0,0,Unknow,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",
2010s,04/29/2013,Daytime,15:25,Afghanistan,"Bagram Air Base, Afghanistan",National Air Cargo,102,Direct,Bagram - Dubai Al Maktoum,Boeing B-747-428BCF,N949CA,25630/960,7,0,7,7,0,7,0,Mechanical Failure,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000 pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.",
2010s,07/06/2013,Daytime,11:38,USA,"San Francisco, California",Asiana Airlines,214,Stopover,Shanghai - Seoul - San Francisco,Boeing B-777-28EER,HL7742 ,29171/553,307,291,16,3,3,0,0,Human Error,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.",
